HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,c
55.48,19.5,1
101.02677621710848,26.419425930204497,1
8.181198230064066,1.873896805139038,1
50.05785992175648,25.09457562843501,1
55.48,19.5,1
55.48,19.5,1
73.34890105236944,9.221857473545109,1
55.48,19.5,1
55.48,19.5,1
37.79860056609292,9.615547804096748,1
94.59584281773527,3.5054571328896604,1
31.85713088382802,5.5905490842170815,1
74.76438580488846,9.881698998880509,1
46.055303335417086,8.518009834637146,1
30.326949477317598,39.281324814019165,1
26.400126658808176,22.907331119105574,1
9.41567615225945,3.162392603841975,1
55.48,19.5,1
15.175946275843053,5.125761481518617,1
19.57014135324954,11.828025133690389,1
55.48,19.5,1
43.87021299076072,19.110064787045165,1
55.48,19.5,1
16.16507491891249,10.237618744471305,1
10.114595766163134,6.697196964649638,1
108.42495836431232,3.9668021945077334,1
55.48,19.5,1
97.04920509315038,8.632930869043639,1
44.13852778567335,21.738194406182323,1
15.948505524284004,18.993639397655123,1
55.48,19.5,1
14.880495885247432,2.3988250874723023,1
17.093763932255175,2.3880881144148707,1
74.65200706438388,15.212485407431412,1
37.13501508300246,8.39939533798316,1
29.8248166596847,35.345511519198375,1
41.12876118879398,18.854977719094496,1
29.93008573230597,36.418408447088815,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
82.87355367975883,181.00451646712287,1
105.06283440204736,6.842551647264097,1
80.15661644010369,2.7894757567774286,1
19.25914856084334,15.618732681851853,1
93.01,3.5,1
29.95596287076879,37.77376506158872,1
23.94550977859114,22.891781509909627,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
22.519434955033056,40.26378422496964,1
82.69863209165314,18.47446301561071,1
7.92372974517254,2.228029115246191,1
43.301689752082666,25.11346254953008,1
74.28209382586242,5.229245277971868,1
36.644919615610824,54.19764642741934,1
55.48,19.5,1
55.48,19.5,1
9.378382634570688,3.2265989693473736,1
55.48,19.5,1
44.39791408322613,30.10586221928815,1
7.829616149840856,1.5759458896956406,1
24.249388672595266,38.675051219045166,1
46.18,8.5,1
55.48,19.5,1
31.0,44.38,1
55.48,19.5,1
26.293809642904737,37.7753289577736,1
30.70972784373431,42.18105149545898,1
55.48,19.5,1
81.64155255105315,2.8715617772832034,1
71.80791368293595,156.0920793853744,1
37.14900161035198,22.103861790079108,1
27.248031590717268,41.01695514533804,1
33.26141217461371,9.883140828495915,1
55.48,19.5,1
74.92,2.5,1
7.912857541126979,1.6464894416330327,1
55.48,19.5,1
55.48,19.5,1
43.4714015887317,21.315265493167917,1
27.18205199569584,44.54437903858914,1
74.77349559365872,9.449567993111742,1
9.51,3.0,1
55.48,19.5,1
31.0,44.38,1
55.48,19.5,1
55.48,19.5,1
44.50810268669431,16.179902406803482,1
55.48,19.5,1
22.54505403573239,9.823149618280445,1
74.92,2.5,1
25.93265336108449,37.91650823157606,1
215.56623867872406,15.711834622710576,1
78.4300756933171,2.6940340350092367,1
25.543896110704136,43.98969188494926,1
28.393460988259047,22.919958576396212,1
44.617760861366165,8.72563288797325,1
46.783061350243955,28.661247799945976,1
55.48,19.5,1
55.48,19.5,1
28.548037392421204,47.55545742512078,1
29.39804403559778,46.576014634534715,1
71.76506614630897,15.998205020731985,1
93.01,3.5,1
15.682729346735568,4.086031739045788,1
43.30099801752539,25.14050607674559,1
74.92,2.5,1
16.037961961331373,2.8490610275068247,1
9.495433873631669,3.0250777639537234,1
30.86066821050867,43.49836609063246,1
55.48,19.5,1
120.44503468320556,3.643681863354689,1
55.48,19.5,1
74.92,2.5,1
80.53151056623541,2.8101995890677394,1
8.546825131104525,2.1837501111055295,1
55.48,19.5,1
55.48,19.5,1
9.423025481242394,3.149739635386804,1
151.4150469206887,15.520085438301695,1
47.78774643493463,27.652600786140706,1
8.646071487508982,4.487382078206186,1
90.01700597661183,3.334549805230062,1
38.064894079547486,9.599842419948052,1
55.48,19.5,1
20.035968416599076,12.676378089743192,1
43.29532335386171,25.36235840378726,1
73.09495364357662,10.308357015955142,1
43.9211871685905,29.85885345522824,1
55.48,19.5,1
32.425952265386236,46.32067165603982,1
18.186546023490738,19.681421061793547,1
17.253194106348545,2.4736545154872456,1
52.36166954895678,19.956907690260472,1
72.43384644037498,13.136866576958562,1
48.268050260469224,24.629818510713474,1
74.92,2.5,1
45.25747674825964,30.33429587877501,1
46.18,8.5,1
28.187528620776526,37.77193705112344,1
55.48,19.5,1
44.0976373320204,25.005604551109236,1
26.646760412369378,45.31781441816378,1
174.78711558255105,16.68540090779977,1
55.48,19.5,1
55.48,19.5,1
7.74,1.5,1
43.63912694038984,16.140022418964794,1
55.48,19.5,1
82.69693022857663,32.96570614111799,1
154.82224250014957,41.690651072148,1
74.92,2.5,1
55.48,19.5,1
55.48,19.5,1
46.18,8.5,1
55.48,19.5,1
47.445117124919,24.253239382600093,1
74.92,2.5,1
44.057944640422605,21.687108206623055,1
8.518551669121214,4.5850109888928126,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
29.67593172468954,36.453226689439546,1
8.01256881112758,2.5800539140930328,1
8.948447607301413,3.966796387429527,1
55.48,19.5,1
75.81915326420788,2.5497044369379704,1
46.450126285296534,23.79792561933146,1
55.48,19.5,1
55.48,19.5,1
74.92,2.5,1
55.48,19.5,1
55.48,19.5,1
100.05528364102061,3.5242439216827965,1
30.00864525748223,36.87002020526632,1
7.822534332093215,1.8270422909193664,1
44.386479793401485,30.099937716788336,1
29.846047233548617,36.998274088514535,1
45.028280441114255,22.3022587843201,1
36.79580984755444,6.341227664495468,1
26.36284341124587,37.74834303014934,1
23.450332037733382,9.489509077002438,1
29.019983016302742,36.83714036000056,1
44.34344235471998,26.32180470172736,1
9.215651952881075,3.506764163596498,1
25.95047736631636,41.96191873879938,1
55.48,19.5,1
8.232450159647769,1.917330643769296,1
25.976647633589817,39.87736098864453,1
17.368876385869147,22.567409399782477,1
21.53884468333053,10.193988445946978,1
102.17037284943663,54.02348257260819,1
74.92,2.5,1
19.180692778247593,11.716312989234485,1
28.4,22.92,1
55.48,19.5,1
19.28445165249987,11.630318280223843,1
74.03466927271974,6.287837153543373,1
55.48,19.5,1
18.869980846342408,11.973829104004153,1
18.969100121901544,16.717346922889845,1
55.48,19.5,1
17.475273916683665,22.3755009494228,1
180.58959047460888,16.974708364957927,1
55.48,19.5,1
21.154920234884298,5.927982714617563,1
30.737743316854147,42.39328191918756,1
74.92,2.5,1
28.6,47.67,1
71.84712325638269,17.171216579447837,1
74.92,2.5,1
55.48,19.5,1
8.46312384561107,2.1128168183144673,1
72.04536313102096,14.798970316679773,1
99.53826797954216,11.795975931107186,1
66.80775141435645,144.62332671420143,1
192.0043205128367,37.35397460857531,1
46.59971510335268,23.298479824088066,1
48.933489468200925,24.777990986850117,1
73.68599304901629,7.779628541783623,1
46.47110278616909,29.002410995551244,1
55.48,19.5,1
43.24150782206403,25.49520599770606,1
8.213021292519125,3.3743468716070355,1
55.48,19.5,1
30.695844089569118,42.07587550871699,1
8.505467145435496,4.533163563788157,1
28.6,47.67,1
45.747516577603115,27.88299869814828,1
84.43052487832534,187.7661325025864,1
43.298746318782285,17.163495657908058,1
16.53770430839243,2.301203798186317,1
74.92,2.5,1
140.22140373964035,7.752797906221545,1
44.71902452882989,30.2722406885129,1
55.48,19.5,1
31.363950978679622,46.513470384879696,1
28.4,22.92,1
97.97227614072457,3.6749744760481162,1
13.117722989120143,10.029844749258192,1
18.2502725612978,22.85570308409872,1
31.0,44.38,1
98.98551989659325,11.09355611524181,1
105.4151828075471,25.941130238468993,1
40.67334794388078,7.233230259949352,1
21.11392661794694,10.35059215554781,1
8.987443416979607,2.5571554381183113,1
100.68062619579086,3.770473420161878,1
55.48,19.5,1
74.92,2.5,1
25.071352551885102,43.42063207637143,1
55.48,19.5,1
94.91018967235404,3.5670024567120606,1
8.033129967720408,1.7484152268817006,1
10.450390894437717,5.076572953017044,1
229.41904881468105,27.127390725332454,1
28.718044664533657,25.693597301744816,1
89.33692105526646,16.422069897330882,1
76.35441052481004,2.5792930085577686,1
27.11806311611874,22.911879132862293,1
55.48,19.5,1
86.82477192290798,3.1580857889943608,1
55.48,19.5,1
15.943201931723777,3.17902898774756,1
55.48,19.5,1
74.76074842053093,10.054241590199837,1
30.482329953259676,45.08963935573986,1
33.45567316654624,58.775086928402054,1
81.2766766774423,2.795476139329515,1
8.293591877679397,3.6936078153046132,1
74.73602773748482,3.287114859683238,1
16.687802496418726,2.4377700394450086,1
100.85175669486118,12.469854892878951,1
48.24792991961739,24.62061132231868,1
100.14627518728352,12.5686177983174,1
44.00756620278128,24.52330507419512,1
11.254912168734517,3.3410251795572345,1
55.48,19.5,1
30.33604378767734,45.29017330772565,1
55.48,19.5,1
55.48,19.5,1
74.92,2.5,1
55.48,19.5,1
55.48,19.5,1
11.234820093249319,3.3370983895601274,1
30.256733553321645,38.74940606903096,1
55.48,19.5,1
55.48,19.5,1
7.746161430584748,1.5244146686920632,1
30.145524666854403,52.22085582576288,1
8.369637557041834,3.9949388197782674,1
29.264190661017096,46.75950530218907,1
55.48,19.5,1
7.748030629226132,1.5318213683085444,1
30.068640090874545,37.324509367662834,1
74.81014212625858,7.711206831323777,1
73.39241665067709,9.03567846162405,1
18.39593326602556,12.366716787301776,1
81.68171955432835,2.8737821754742043,1
55.48,19.5,1
97.14415270910258,3.645774072958483,1
55.48,19.5,1
96.13121650471804,7.46637164406529,1
43.707248986159655,19.85864404559037,1
55.48,19.5,1
30.856114050897233,43.28999606481584,1
21.04676589072871,11.02077406877331,1
37.47275477430566,53.189195112565,1
13.398838793202236,8.596207070514152,1
53.91602956656283,21.113708009058847,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
20.347522569666644,10.74925172241636,1
14.094182546804761,7.238296709943565,1
29.15369269497549,46.91097959730443,1
55.48,19.5,1
98.18868547600975,10.08095687836092,1
55.48,19.5,1
29.41039327446566,31.731416672775225,1
55.48,19.5,1
32.06129058764904,57.861901024472466,1
80.98483661718655,2.8352590722601736,1
77.74694738056674,171.5606267142235,1
54.428908931416025,112.4827571062419,1
74.92,2.5,1
55.48,19.5,1
116.82773757252009,3.7409210329967717,1
30.151916801867554,39.01368045319642,1
9.371518725784375,3.23841621437123,1
42.983236188107476,21.37419095297313,1
73.6944514134335,19.807573034086456,1
8.864282886453369,4.111698535693682,1
30.021361988897187,36.96635544419284,1
55.48,19.5,1
44.67535680906146,13.024235348096015,1
73.54743028111771,8.372461461924516,1
55.48,19.5,1
28.66136182672678,47.58588316252871,1
55.48,19.5,1
30.77863473040056,44.68345489040923,1
43.19489299537985,65.13220121231438,1
55.48,19.5,1
29.8602062001339,36.900577219076105,1
50.85032319972443,24.40674240029206,1
9.156938136680072,3.6078487749941033,1
23.31230441992134,39.93134342269788,1
31.290303274872382,9.9570390235232,1
55.48,19.5,1
17.426260866663686,21.708329966711332,1
15.700649519255654,4.140020306144622,1
15.704142103715835,4.011469460275219,1
55.48,19.5,1
55.48,19.5,1
11.01568073367061,6.324847045960337,1
55.48,19.5,1
74.92,2.5,1
44.473579159644004,27.01864189553563,1
55.48,19.5,1
35.39531782069333,33.521469175232966,1
55.48,19.5,1
18.04152834576637,20.23070340418954,1
42.9566045979574,28.168620079170744,1
87.95640997803575,3.2206417898306103,1
91.06928720155888,45.23239147371766,1
20.67921521061479,22.87109005110797,1
24.180594586427016,38.738229461444575,1
101.8782633643136,3.8127032215907475,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
7.869312822490183,2.012402059117353,1
74.83450556292321,6.555505348514629,1
28.6,47.67,1
16.042074215694573,3.7357015866774814,1
55.48,19.5,1
33.417498512802936,34.54694982770142,1
45.86257897334681,8.545844852542759,1
37.07085429938017,22.111151651177224,1
74.92,2.5,1
115.47586665301813,6.463563462717125,1
7.74,1.5,1
29.159943687287374,29.547301117058076,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
47.11006910661857,27.032174042020984,1
30.206071567359363,38.365617628203466,1
55.48,19.5,1
30.497142965375197,41.1981287636672,1
30.522416821041446,43.95192239447008,1
55.48,19.5,1
8.276524459563385,3.6259781710199133,1
40.27605789321415,15.278934832441362,1
17.881443181934003,14.89398295281158,1
55.48,19.5,1
17.612612678660856,18.918533722400742,1
34.91988277475543,6.963472397767732,1
55.48,19.5,1
8.57750150485182,2.2097470380100166,1
17.645055796849736,18.432841158926017,1
43.24413599370797,27.363540436464536,1
46.18,8.5,1
93.55462390449685,48.87376072957743,1
24.347266933397098,41.194184165288746,1
13.650849887372178,8.356690613802105,1
55.48,19.5,1
55.48,19.5,1
91.13340883049102,3.3962636169425657,1
171.33910804656097,43.09032963549939,1
8.538922746412654,4.665731382660145,1
40.161850593939896,14.799975501228932,1
52.56544945622206,19.927049210470773,1
74.83535826012246,6.515056891627021,1
13.141076007182068,2.5935362678527536,1
55.48,19.5,1
30.2456364905152,43.703832707961794,1
33.78197754707244,48.16617510865997,1
94.47939284162187,3.4091753722476854,1
99.90666349422996,3.7431827748318036,1
28.887704435897216,27.17316271045429,1
9.087800039165097,3.726880344942563,1
30.662833292736064,44.84219936120765,1
8.54,4.67,1
55.48,19.5,1
24.108248859595214,38.804669414657454,1
30.198125316336835,39.306068811993434,1
55.48,19.5,1
29.740395547051076,16.906836643090312,1
50.61174406999552,24.523076789969288,1
44.140652001277985,14.63201213314359,1
43.870988600005845,23.791979654682475,1
38.19398056729746,9.085852226420169,1
73.19042953449174,9.899868847938045,1
55.48,19.5,1
74.70230636540612,12.826492923043483,1
55.48,19.5,1
55.48,19.5,1
29.926964189859216,36.439947089971426,1
43.22919597315377,29.500308794380192,1
55.48,19.5,1
11.443362866322552,7.269255540775351,1
144.82472555258465,35.513692173893915,1
44.17708483090734,29.991442917568573,1
98.48627301412468,10.459124420094092,1
15.704729644062335,4.135188579399869,1
55.48,19.5,1
55.48,19.5,1
47.72679112715718,78.36655741211206,1
19.224241130502413,15.75095128723548,1
43.33422929790655,23.841321258034203,1
55.48,19.5,1
55.48,19.5,1
8.57168510698189,4.615449351897155,1
55.48,19.5,1
98.11974639476462,3.680174414483943,1
27.435341038573274,38.1051070943276,1
28.459902340060182,23.442395082472903,1
17.969740856822007,3.108037238573081,1
10.645243227915095,2.9110775539492093,1
93.01,3.5,1
7.849520710362681,1.933975814812121,1
120.53242689241,3.641332610419086,1
58.66160036538827,124.56377980331723,1
31.0,44.38,1
55.48,19.5,1
74.92,2.5,1
11.079383670052744,2.877071775191691,1
27.2984851766374,38.165725315782886,1
7.954080508652209,2.3482940155343757,1
55.48,19.5,1
43.371115410193966,22.399249915750143,1
55.48,19.5,1
29.763025561712546,48.61367874579861,1
14.186764222607849,7.057497477735513,1
55.48,19.5,1
72.40916370511204,13.242470255673322,1
55.48,19.5,1
26.61156652178553,37.6511149051202,1
25.61425020012009,22.902352716199857,1
9.0902370261895,3.7226847074881784,1
21.67605273250738,10.064895361325132,1
29.988399559263136,37.97901100430296,1
21.652733639793937,6.368713515764229,1
32.03264300001387,57.77754711936858,1
16.153817546735805,2.4456353283306838,1
44.3856296956814,8.759159397460044,1
30.33525957024103,39.344277687769285,1
40.86513931686501,9.267620868953472,1
55.48,19.5,1
33.10082006924899,51.32196464965048,1
33.50695577401966,51.65150309241494,1
72.29692544407912,13.722675270691386,1
30.289497701167736,38.99760994375182,1
55.48,19.5,1
74.92,2.5,1
74.92,2.5,1
41.711019409831565,7.471939878749351,1
25.645084213986017,9.181615861637908,1
9.284482849765963,3.3882614854544766,1
74.92,2.5,1
55.48,19.5,1
28.4,22.92,1
25.070844142236496,8.566008645673547,1
74.92,2.5,1
42.26301338145801,7.598922526794042,1
79.03293653619282,27.682567984170547,1
55.48,19.5,1
99.45646741382622,3.72730844195438,1
55.48,19.5,1
50.825558003492304,20.181983636905514,1
55.48,19.5,1
55.48,19.5,1
30.203350526511176,38.34500446026862,1
77.76554976902784,2.657299600277935,1
15.890265726893592,3.915474797099695,1
43.20221113790415,29.00260265622335,1
42.507317496119725,84.78455240133697,1
30.44320866084126,40.8568548022197,1
9.507318346292257,3.004616867723639,1
46.18,8.5,1
29.915819251546367,36.516847164330066,1
91.19478480637153,45.416263187883644,1
28.848940963334876,26.835115024407383,1
43.8280299564409,19.303833617356013,1
55.48,19.5,1
32.55687657985409,46.4988551144499,1
36.23292194626025,9.707887958608504,1
30.48716648036445,45.083009283167065,1
36.52858611600585,8.006287774123606,1
96.29418550638503,7.673468981304307,1
9.400374074170772,2.907096673026078,1
55.48,19.5,1
10.9642621487487,7.79109112387212,1
93.46973664240407,6.333024114624834,1
28.400365598857835,22.919965895628934,1
99.60679991631889,3.732609305935081,1
117.51653353013972,22.148565825456977,1
74.7815248608645,9.068692497453435,1
38.00421221105943,8.96283802314452,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
29.6515465951706,43.734261749800005,1
34.66807364240507,22.33529163783535,1
7.952931891220037,2.3437426189593964,1
55.48,19.5,1
103.47478400104706,14.596138545480226,1
47.913741667539064,27.424716559329617,1
46.51354645105745,94.64971905172641,1
41.84628861452954,21.930082071565273,1
30.524494260675052,6.230145704126204,1
55.48,19.5,1
20.296373594858633,11.690043399166232,1
23.887770922028743,39.00714915323891,1
41.86080587447576,9.123817583466362,1
29.4674784184908,50.22432300705191,1
30.414549233114627,49.14232494354984,1
93.94144059477219,49.44050180814315,1
17.442198959233597,21.469727345591174,1
18.027338670554602,12.709841667285534,1
102.14903312920882,3.5314488407749787,1
44.488690741775486,27.099559146367596,1
98.85029731229865,3.7059343198976955,1
25.821330666035344,41.90007384007326,1
55.48,19.5,1
22.550651300534668,40.2351161525702,1
55.48,19.5,1
182.62339446882527,17.076112450778307,1
84.0624617884659,3.0053876057747866,1
94.02594279682887,4.7910372270694,1
9.401882829966334,2.9083752796324873,1
21.104383081783844,10.514497484628906,1
73.9471008688265,6.662493588164503,1
44.04023308959681,29.92053527958384,1
55.48,19.5,1
55.48,19.5,1
8.755945056446631,2.3609703868191785,1
116.20112653145642,3.5798042895094855,1
81.4406821623099,2.86045783097346,1
55.48,19.5,1
55.48,19.5,1
87.20060859909131,3.1788617246595527,1
12.412066084512844,3.5671790393184715,1
43.65516818342751,21.23261194663355,1
29.915135740935103,36.521563387547786,1
55.48,19.5,1
41.22417997015161,21.72371455502317,1
55.48,19.5,1
7.74,1.5,1
8.129997192031267,3.045363873423898,1
28.4,22.92,1
11.000377220641933,2.8832602699236083,1
20.932587787582342,10.523183763549207,1
55.48,19.5,1
23.524768863161437,9.248640188383806,1
30.051714187225258,9.821610532486574,1
32.50770370036975,50.84071012737462,1
55.48,19.5,1
55.48,19.5,1
26.42582173555453,37.723724230646866,1
23.08724550620572,41.031274408617016,1
30.110825060090278,37.64408040804239,1
55.48,19.5,1
8.758274555769834,4.294207723571521,1
121.5101749351878,3.6150490608820482,1
55.48,19.5,1
55.48,19.5,1
73.69804387881999,7.728069751994714,1
45.84495365488631,29.687178343379653,1
30.26703247365188,39.74208479017657,1
14.921814169001589,5.622046403969961,1
135.18751798427058,52.95566824253488,1
55.48,19.5,1
26.19028527653773,44.768104981712916,1
55.48,19.5,1
138.5413949793744,21.261997212548813,1
122.1304460715622,21.49204736798934,1
29.855359207161175,36.93402147058789,1
16.520720699201263,3.1688833825248213,1
30.504930179071824,40.62961258296861,1
30.807027974405482,44.644532485085826,1
41.79713056292245,30.202189662847,1
24.997405398087988,38.349294096072505,1
55.48,19.5,1
116.82452489387904,58.04930477381489,1
29.23829837928851,22.841800524320103,1
55.48,19.5,1
44.05763903486546,14.881619614342902,1
30.820517861994475,54.20839881380558,1
97.95344832857998,3.6743105898653026,1
39.718567432282725,58.41381794831162,1
38.69932382702998,9.562425200240696,1
8.189137484038634,1.8806249864734188,1
52.45827993579349,22.617817168721906,1
55.48,19.5,1
109.497947722227,60.0480147725758,1
49.87232482496885,20.321654392367975,1
40.47413085241768,9.32409389339222,1
93.01,3.5,1
117.77224947993176,3.7155309279588233,1
137.3644689253017,14.819533162407897,1
74.0415696251056,6.258314388395517,1
55.48,19.5,1
105.3101029448086,27.24017724093757,1
55.48,19.5,1
55.48,19.5,1
8.2599594479723,3.560339312590237,1
44.82397440733949,14.728937704415344,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
23.794369865665363,9.362713808722837,1
7.800224013804139,1.551037299834016,1
74.61199354904944,17.110562416885603,1
29.239071325352697,46.793939724829016,1
32.82243036688661,9.909030974430017,1
30.418166730476997,40.69839982905272,1
55.48,19.5,1
29.51573325986197,32.65006342853653,1
27.025119135945552,7.909664683782925,1
42.32013861439578,21.908018542996576,1
93.70165471397976,3.5243883890683976,1
55.48,19.5,1
34.27089792868136,64.36817339672226,1
101.60087694558422,3.529562549709512,1
72.5850984870814,12.489743299283472,1
114.22432572495046,13.665781338900231,1
28.161152695533225,37.78361986583718,1
25.816339203917916,38.82221932000375,1
54.16512263299773,20.893566939158774,1
55.48,19.5,1
28.89349166872055,47.90813909079756,1
26.83095675129932,37.85355613761166,1
43.58496306527428,16.30288502975747,1
29.893474951279668,36.67102283617031,1
32.219555584137275,6.082388769713328,1
55.48,19.5,1
76.12803553232119,2.56677918918304,1
39.14073293280425,9.51667543611493,1
46.45943839860493,29.015167368334183,1
87.99841304161966,196.71907238571728,1
72.68620652221598,18.368687952043828,1
55.48,19.5,1
137.81004684571207,33.06353644600213,1
10.849941703449822,5.958861805725161,1
33.556610775789466,51.69179315252657,1
31.205455045399653,49.78406578704683,1
74.92,2.5,1
74.92,2.5,1
55.48,19.5,1
26.387005578884263,38.23127720689104,1
22.705627569097636,9.763970183379248,1
29.909513900018002,45.874874695391995,1
55.48,19.5,1
55.48,19.5,1
102.30761909005389,10.524372108826803,1
55.48,19.5,1
8.509754353920936,4.5501516274117115,1
8.971007463371285,3.9279562228556215,1
51.63386805965423,23.4684470903921,1
100.79265085461091,12.548838590118162,1
55.48,19.5,1
44.63413788097384,30.2282579694165,1
74.92,2.5,1
31.627769067236102,5.670959589805077,1
26.23932428744349,44.82716013046708,1
99.13961145807828,3.7161358059971183,1
18.237784936133583,12.556406729192034,1
37.637130189438395,6.534767975364275,1
30.474245775096698,41.05324481828428,1
55.48,19.5,1
30.36325563549871,40.350945141862525,1
15.41122838063647,4.666288010878274,1
38.72587850866453,21.956765064490252,1
55.48,19.5,1
55.48,19.5,1
42.01254064978011,21.616864837554974,1
8.977638976293715,2.54884659007942,1
55.48,19.5,1
14.016161496454403,7.7383457966473355,1
15.109885936407704,16.68608871152869,1
46.18,8.5,1
55.48,19.5,1
74.92,2.5,1
41.93950582329671,21.635123544175823,1
96.78880707954767,8.30202293754851,1
30.991828871431423,44.3282964795747,1
90.44666308206956,3.358300889003292,1
55.48,19.5,1
9.451954173289096,3.0999345676362973,1
22.03405740932642,22.87967276186904,1
98.68652857691498,10.71360467951126,1
45.74414304708218,72.57669405958632,1
73.56799647083396,8.28447018915648,1
55.48,19.5,1
9.386158894627997,3.2132109752280873,1
41.034416153165836,9.243172357520754,1
84.3127289004985,3.019222161442703,1
25.854728348232804,38.805215432712096,1
13.104069303492661,9.171851191832513,1
8.403628359772757,4.129627375599554,1
29.957940098423812,45.808490448410694,1
55.48,19.5,1
55.48,19.5,1
74.76632390952958,9.789763265905096,1
25.99148725232445,38.74464015725846,1
55.48,19.5,1
74.92,2.5,1
74.92,2.5,1
43.887709522191486,23.88151436010674,1
92.95275194802878,3.4968353757893187,1
71.70681006326042,16.24745035808642,1
55.48,19.5,1
40.869314123705905,9.267017905104375,1
30.33939457561375,45.28557993592949,1
93.01,3.5,1
30.34814852426433,44.06784577218292,1
55.48,19.5,1
12.059570282374825,2.7146003415252062,1
8.855657357504441,4.126548673162455,1
85.59993490844651,3.0903778279959377,1
75.42785541959384,159.2610835686009,1
42.832541478084764,21.41186463047881,1
55.48,19.5,1
55.48,19.5,1
47.48247432773272,27.89635786286252,1
55.8165120541094,101.99070896872607,1
93.49916924888626,4.121625265340708,1
55.48,19.5,1
17.27231722690654,12.291866728194478,1
55.48,19.5,1
16.626763919686898,2.4425511290062483,1
29.389275498099174,46.58803483802238,1
98.50286614311557,10.480210594736665,1
34.18888213104255,9.828440765534843,1
96.6512918660371,3.628395340833466,1
72.22787982068351,14.018083042644475,1
55.48,19.5,1
42.62434976387765,19.191304477107607,1
55.48,19.5,1
96.76459719847246,3.6323905923297763,1
44.75174433059852,28.50479313292943,1
55.48,19.5,1
16.681635393269374,2.9783265079704804,1
55.48,19.5,1
17.638658036610053,18.528619393102467,1
95.25227266163661,6.349429602187008,1
36.32827315776786,53.940719544609635,1
55.48,19.5,1
55.48,19.5,1
30.224044239065286,39.47007302994759,1
28.6,47.67,1
16.894289319280496,5.793695814997644,1
30.40711556832795,45.19274574175044,1
55.48,19.5,1
44.60026639397361,13.250020911271129,1
55.48,19.5,1
45.19997876363607,8.641543644866868,1
28.58229988551831,36.88073731747921,1
72.7036189847469,11.982660092205624,1
45.9396157489622,9.22279922058628,1
55.48,19.5,1
47.45571968876632,26.816337931901575,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
22.103487685495324,22.880112591672823,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
98.14586143262542,3.5176733015575548,1
74.92,2.5,1
13.315021590589412,10.31691731717266,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
36.12048428816804,9.714519275271872,1
37.88981691967258,9.610168071578943,1
30.70555555051061,44.78363426617504,1
27.933813489054547,37.88431630783725,1
24.7444303395864,38.77287353609269,1
74.92,2.5,1
30.006016250588136,36.850104237945956,1
45.14781360627576,8.649077814774477,1
140.98608581275005,6.050456898702667,1
30.53449768162847,45.018126094767645,1
29.88270343512499,36.74534629763755,1
55.48,19.5,1
101.65842301491789,56.793970275279,1
36.30593385723832,53.92259343990503,1
33.46911882176297,51.620802195697024,1
55.48,19.5,1
55.48,19.5,1
45.7627832070703,29.77704134375716,1
76.64052227178551,168.83610242789956,1
55.48,19.5,1
55.48,19.5,1
88.31701202824534,16.737400290419135,1
43.20887071213613,28.742245016011122,1
13.221086209804543,10.270037416855725,1
72.18918326991735,14.183644033796723,1
21.11643424965955,22.873859764477483,1
156.99169081823854,46.93599769289201,1
55.48,19.5,1
28.450503720588287,37.13867430344186,1
16.80357171583628,2.833928231246513,1
92.39199003914578,3.4658369286426627,1
30.528066505732077,40.80488117078167,1
16.044454222407005,2.8264540469756074,1
71.89666166756183,15.435181069024399,1
29.8059624683459,51.22100209166725,1
55.48,19.5,1
13.445789079897665,10.382178849219956,1
148.8038042315639,15.38989065134147,1
153.43716072094824,37.23447394180578,1
29.902990155772116,36.605367925172416,1
41.9755273713199,22.135781970279627,1
92.889818166611,3.493356449232227,1
55.48,19.5,1
55.48,19.5,1
74.92,2.5,1
74.92,2.5,1
152.25272022332928,48.32769520662224,1
55.48,19.5,1
31.234798140289854,10.202780565088576,1
43.777440686882464,15.724133825058884,1
15.770155642376746,3.781600888152405,1
53.25439616217841,21.796382758459025,1
99.42722444276058,11.654864305277513,1
45.371686821750515,12.213006937498536,1
49.69634665010001,25.41721340400995,1
55.48,19.5,1
78.74331942776027,2.7113498854483282,1
55.48,19.5,1
13.154034648661034,10.236574301294384,1
22.820375695810057,39.98741007527648,1
55.48,19.5,1
54.95760531198184,20.03900794664771,1
73.60918357835064,8.108253492625535,1
100.7794633057463,12.845612694078689,1
9.012886653877889,2.578717503286346,1
8.964537586834563,3.9390950824600814,1
29.562606762404997,33.0588368955189,1
55.48,19.5,1
9.168090783752364,2.7102464269087827,1
55.48,19.5,1
7.74,1.5,1
30.882861585339445,9.942321803619647,1
45.73741850045859,10.533009262281947,1
31.00249225839325,44.38339187737256,1
33.86966490875824,61.201894859509565,1
