HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,c
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
37.946989156196196,60.736422243381575,139155.17630264096,0.7613611677464756,376,0.02,7730.842470535969,2293.4008573163965,1
47.85888523413088,3.276175048118399,380.4956936780036,0.04173705769133179,31,0.3269482307653272,21.138360139162756,131.79435258838015,1
21.84067826261332,20.079776396439836,7907.146339039738,0.12791712511010514,78,0.05249724933936917,439.2852824952082,391.1411442748224,1
59.829684958299396,18.7678480598142,20846.32979803935,0.37080667070384943,199,0.05270166767596236,1158.128306465766,1114.2335587459177,1
51.45639911759167,3.267038474161285,368.4861162243981,0.042326302438680075,31,0.3328399492669843,20.467528444770075,135.18380063117982,1
66.13259635491795,5.674817922233703,1182.3912819966886,0.08657888391440628,60,0.2264283991962456,65.68895384073056,259.03745143299943,1
28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1
8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,1
23.429959472090083,39.79700537335712,36894.63803155594,0.3076404247084993,167,0.02127340411808322,2049.702739164448,929.0919847303103,1
24.69649988696385,9.296959509310096,1302.4662195767735,0.05208350843373273,44,0.11977301380065355,72.35688383789669,161.14352797020183,1
46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,1
26.053481413807198,38.4330241961664,36685.11967824938,0.320705831465807,175,0.02172548595548392,2038.0618971597655,969.2733343499895,1
26.89906428833342,38.66142284793784,36197.29604712849,0.31867808152609706,171,0.022547011117195054,2010.9614470626939,961.8271732855384,1
45.889436837583645,21.021310092283883,20061.968392055904,0.31793612648063,183,0.05,1114.5556955446077,958.2812863721583,1
68.02913134322685,22.1417956281018,32634.148763821915,0.4936913449746129,239,0.047369134497461295,1813.0082355755503,1485.4126543141329,1
46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,1
39.26715429847774,33.31982031895866,35227.896517813926,0.37216215617249604,199,0.03592020534976153,1957.1055265509221,1125.5903296847814,1
14.498836948943325,3.1026118338237145,125.8685326348283,0.01,12,0.3550006673555154,6.9880798571395495,40.792147147285455,1
64.23063248867649,24.818977770769333,33586.62525007718,0.4764676109031475,232,0.044063765123156476,1865.9241805598433,1434.6291535611995,1
41.27352241198597,30.401953485007283,37407.41234989745,0.40875666481698436,222,0.03,2078.1855848260275,1239.3773092562226,1
44.35194641736623,8.764024245084657,3389.0799537746557,0.12748548338014612,78,0.11497096676029224,188.28181024579078,387.22676831576933,1
27.906155721927878,22.91687157470905,14650.697114802337,0.2159777389116298,126,0.04,813.925950822352,639.3608555747722,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
43.88967592459537,8.830789584480723,3402.3281046919606,0.12684962300494548,77,0.11369924600989098,189.01813656027312,385.8806519014696,1
98.42673139804772,3.6909989914685375,1359.287698716362,0.12145993948811225,76,0.274720080682517,75.51629549432765,364.9674717584236,1
46.63785436467203,7.844173884371684,1428.6221621366221,0.07593043526047195,56,0.1538956528907079,79.36512011870123,235.29913535604712,1
30.593508596600223,35.309291838799886,35193.53683135317,0.3366700530191499,186,0.032424550274468174,1955.1960865390192,1018.7468667738772,1
43.190049030993215,29.4800254046597,37542.611335413036,0.4200010161863879,228,0.03,2085.696185526543,1273.372591275289,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
8.449540398847105,2.1013054227517847,44.74133581547778,0.004008702818345231,6,0.5337041041762622,2.485289665334497,18.392725168640133,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1
27.297438738751694,6.5383651668372,1011.5273475629546,0.05482498857885568,40,0.16671244860485054,56.19318597571969,160.95677368568346,1
34.50159686824535,49.145552086163924,87611.69319090003,0.5739029411496389,289,0.02,4867.315699178191,1724.5176970715916,1
29.037691659261085,43.9178529532699,56497.59727694251,0.4217618284347687,224,0.023529771445653908,3138.753737947616,1272.2207241880315,1
8.29195234492116,1.9677562245094575,38.671079591369875,0.0031183748300630497,6,0.5639752557778563,2.1487456857638327,16.88629021246668,1
8.139783757315382,1.8387997943350687,32.80957998517666,0.002258665295567125,5,0.5932053799507178,1.8237754817243732,15.431661680099575,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
32.6146611178076,9.890381512472445,3113.1611864172846,0.10280901452159368,64,0.09656180290431873,172.95482246924044,318.34580979911647,1
21.53303082987414,10.19613114378103,2225.9209330816434,0.07,48,0.09458491808291959,123.65941504369088,218.45504132596375,1
32.963826861485515,60.519453212306935,125013.68003889793,0.670024883772379,337,0.02,6945.199854058929,2015.3450821989923,1
14.160042353821243,2.4794728708409055,83.18169448242392,0.01,11,0.40634397894333385,4.6181331272796955,34.06146829253064,1
27.363596531850103,37.71418146101771,38502.562272966185,0.33927825628833863,181,0.026546376048056434,2139.032156630124,1025.2920846207417,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
42.6442469021049,21.458938274473773,19631.1186615861,0.30527654313815566,179,0.05,1090.620419745197,914.9094813545355,1
37.176046104627574,54.628602371567055,114104.70486222589,0.6800364420352745,338,0.02,6339.15046191836,2054.3297923456594,1
36.162578341139046,9.712036664021944,3394.6987823056847,0.11279837048791362,69,0.1,188.5961097659798,350.2684230853188,1
36.458990816173156,3.7573122917882533,304.7256673430585,0.031029670696123193,24,0.28991274864526817,16.924904730304235,101.87229294872809,1
9.180193614542036,1.6275259989263904,28.41294318736897,0.001700346652351873,6,0.630892026995907,1.5804244481943224,15.842162817703812,1
40.34780700283394,9.342338740993723,3503.8340730343257,0.12197772627625027,74,0.10395545255250054,194.6597929721022,375.5668465268218,1
35.26215746592787,40.18425008665741,55287.06214773853,0.46,241,0.023018525117512657,3071.503242779997,1375.7819070180667,1
32.2797413973039,10.54072829695459,3338.012715459781,0.10729835516724885,66,0.09364917758362443,185.44866060394384,325.977970545331,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
33.06662923429068,9.820137996547919,3152.6011568413815,0.10359724006904164,64,0.10239816004602775,175.14333098674211,322.31865858365074,1
27.10976860645596,37.45636318111267,37839.63293446429,0.33427062369505417,183,0.03,2102.2023690396536,1012.3983399004098,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
9.067110919065442,2.624670270394443,68.53001269032875,0.007497801802629618,7,0.415074738710593,3.8041690813939955,24.29628065004931,1
19.42816347933706,9.60519017947018,1287.342207490778,0.046785793790356314,42,0.11110402620240123,71.51647365128834,146.0864597328818,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
33.28611484849962,22.464205704431006,16629.251976500895,0.24917083491641565,146,0.043646354364551956,923.8476911135856,743.6536946262421,1
31.4949203008606,36.102831649849726,40524.526314297415,0.3761982033740097,202,0.03,2251.3659155581454,1126.1872029773474,1
51.85654724269067,7.521572720736784,1893.498306683377,0.09232981293034141,58,0.1574508524769755,105.19105612089757,283.3484299225853,1
43.22977323189292,29.5006078921725,37632.81367528814,0.4208243156869,228,0.03,2090.7076095861603,1275.4720050015949,1
47.694010930273464,30.950712565719925,34743.06407827554,0.4065721883700319,205,0.03453257114136799,1930.170782126419,1225.1938740700398,1
44.182976254997605,29.994495468910678,39797.266102591675,0.44057981875642716,238,0.03,2210.9593567703723,1325.8485378288892,1
28.36949972446364,37.18156515929874,38913.73801270612,0.34736863049166466,184,0.027894771748610776,2161.875328193215,1049.892215781655,1
66.17397680952504,17.699957940756963,20480.784311344352,0.3865688864832921,202,0.05664222162082301,1137.822631987899,1161.3941083580098,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
25.86654256722579,38.79998250419075,38549.37683569551,0.3322089646339409,180,0.024601280661991562,2141.634391370008,997.6555492067316,1
46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,1
42.52985754465855,20.97118934377819,15306.945745641742,0.2611720561173622,146,0.04784229640330709,850.3852972990417,778.8025425624081,1
30.116403762806623,48.900409758924404,73667.26880756911,0.49067470277436037,255,0.02,4092.621962870395,1485.4457047254105,1
41.932934708929615,9.113400076426947,3458.4061008795757,0.12415809451021956,75,0.1083161890204391,192.13492655716576,380.1826860781348,1
9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1
25.864345831465158,4.103657269444421,259.6832635899033,0.023049371671787555,19,0.2595876123527927,14.422282956272577,78.33998718576714,1
30.528541094090663,41.39680312984954,52887.83258061984,0.4234212917828962,222,0.02406430091301153,2938.2134084572663,1265.980017293908,1
204.55201934736942,33.976601057067995,200047.7757120318,1.8628397390450904,803,0.040302125864861295,11113.762898737848,5585.38438556228,1
16.707041824508273,4.403014752046054,220.75161604842538,0.016151733823823643,15,0.23337658853052984,12.259183727151093,58.00023269969117,1
28.976094445604318,48.777424317140785,70155.209229747,0.4689627451565202,246,0.02,3897.5066589910284,1419.450519911884,1
45.94183176780056,8.534398437938021,3343.515632899416,0.1296723958291617,79,0.1193447916583234,185.74936562983075,391.8564619703353,1
94.39107556200291,3.5486980099436853,1195.4338105297556,0.11292188059662112,72,0.28610415920450516,66.4147247159981,335.5851650931721,1
12.355592770054523,1.9405125655407285,57.29596551768219,0.0048945840615636504,8,0.5476353984609088,3.18235199582677,26.097968822228406,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
117.5647009592834,3.5844965621448157,1513.3755826778115,0.14379862485792622,82,0.28155034378551846,84.07770463141014,421.7800339391594,1
30.59827677906769,44.930695582028044,61719.97079503687,0.45832615324611536,238,0.02,3428.8845792112834,1373.8325407758127,1
75.26567836404354,56.89051612227336,139518.29702476633,0.9342675272247,444,0.025583864461354546,7751.012367146157,2804.5174082439676,1
51.78957184492239,20.040733264444317,20652.002898117193,0.3447250490269967,191,0.05,1147.3320743354861,1033.4386905430497,1
44.90792021312386,30.688775427590528,42212.449344769826,0.46,248,0.029849801850654292,2345.1404190217795,1375.3788616908114,1
28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,1
24.982712668691796,9.020900728911698,2012.9768523728524,0.07026526765400419,48,0.11053053530800838,111.82705577524273,223.69011427504716,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
99.65439504907792,3.522864401407701,1240.5669863910477,0.1191457605630804,74,0.28771355985922986,68.92235630615367,351.5748396435122,1
211.24004425176818,29.173501379719575,115085.52164626325,1.5496486574137165,680,0.044231777497385355,6393.636993224487,4648.47277701479,1
28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
36.31274487760496,62.87897661531389,142849.5248697446,0.7558954678180768,375,0.02,7936.082235697307,2273.6614820249843,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
101.875801568279,46.599232788170674,215372.4263095726,1.559403142153064,642,0.02,11965.134087857403,4683.654968533797,1
15.419926027788982,2.1800406754240536,76.08390947558736,0.00906720900565405,12,0.46145419286995687,4.2251280330298036,34.17828321507293,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
22.956045934474155,39.86281495813598,36436.99488116615,0.3024288057881334,167,0.022428805788133447,2024.2779140200205,914.3462474237383,1
8.977972358622292,3.915965114536877,140.67954257729573,0.01,10,0.26418214745842805,7.8105301431830965,34.74430224413342,1
41.544708845679835,8.966640049092634,3271.6186006208627,0.12066719901814732,74,0.11377813267876488,181.7550950863624,367.72474938827185,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
69.67557348182464,17.110558749332622,20279.0292707817,0.39526850554490595,204,0.058817126386226486,1126.6153477317748,1187.4233685903585,1
61.429360236232434,6.905130024151998,1498.599710600193,0.09158116626413337,63,0.17737174939620004,83.25276170001072,282.5596477678035,1
30.215910784106214,36.827124679562324,40850.649789580704,0.3714079055584502,199,0.03,2269.4847380157175,1110.0908442575044,1
28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1
30.81849318690716,44.628815589614774,61360.556513370444,0.4592437216121132,238,0.02,3408.9173739988055,1374.9987701689959,1
27.752747586843213,6.430541012649198,1003.5395864531299,0.05528676225846168,40,0.16879043016307754,55.749421469618326,162.0207002434957,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
28.148528521036624,37.78921155182345,39926.06237544174,0.35391263539029394,190,0.02770180505575628,2218.118127115396,1059.5110108623378,1
28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,1
43.71025860170646,8.856702677882836,3407.470002797037,0.12660283163921107,77,0.11320566327842216,189.30392096179358,385.35819458020984,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
43.5416358110654,29.662194720759274,38340.9647198331,0.42728778883037094,231,0.03,2130.050770610468,1291.9538615174458,1
29.181557399580747,42.684552292303756,53709.055753779576,0.41248016776898405,219,0.024689979028876995,2983.8358601901705,1242.300130824291,1
62.20536546345092,3.3462468423902614,603.9295511206462,0.06,41,0.33720429791450357,33.548474521787455,182.98802845679592,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
134.00605718876025,53.28184455797903,363611.1516003034,2.301992175402285,941,0.02,20200.620245666207,6902.112261273251,1
65.09981160296584,17.88076463080513,20542.675575559548,0.38390015305084685,202,0.055975038262711704,1141.2606278322467,1153.4092579281337,1
101.64424905703797,3.529711799920984,1270.8763111702438,0.12188471996839363,75,0.2870288200079016,70.60613160056998,359.37471128999294,1
98.45365215030787,13.245915033136967,17150.902365767757,0.4279061808414412,218,0.0786041205609608,952.8317593237798,1296.8237952118388,1
28.926566333992717,47.22233198381832,64448.36244698355,0.451360693058303,238,0.02,3580.459958358269,1364.9794408771031,1
233.56930003240686,25.99300076338499,156871.7724490614,1.8945149442752562,799,0.04356187732186432,8715.096883859462,5682.45062988898,1
36.34383730940555,9.701346423429555,3404.617425088205,0.11327349229201979,69,0.1,189.14725105874294,351.661242654056,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
34.600606498004595,10.215313353581557,3154.2086307156237,0.10943269360213961,68,0.10354615488171168,175.2344314071344,325.0275330958243,1
32.14683944997847,50.54790493510407,85297.54825908117,0.545137353226581,279,0.02,4738.749828257272,1649.0634203886675,1
93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
34.46441730038524,22.354289430934216,17043.254698282224,0.2562054764202104,151,0.0445256845525263,946.8483308404304,766.0625451365803,1
93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1
30.934658304502783,5.677015502939756,947.7173840250616,0.05851385223580404,40,0.1833123350611182,52.64818800139231,169.45591555129252,1
35.05513892075884,64.52774429117903,145692.450389215,0.7516894278286249,374,0.02,8094.021140321221,2258.4713686030786,1
19.550466341847734,12.44476573195364,2917.0312532351863,0.08270065069599952,53,0.08216052055679962,162.06088066298855,237.26623623496644,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
143.11328083577638,45.99663629992914,300008.1281183583,2.183742802650727,869,0.02,16667.11993758686,6552.281829231046,1
26.219188210143205,38.32013492894562,38034.77079790407,0.33007389981348423,177,0.025012316635580702,2113.043656123373,997.3047046995343,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
49.50618984131038,20.44760000324243,20452.276320374745,0.3337990782513613,188,0.05,1136.2377067899024,1004.8998578010425,1
29.621631215627097,10.334176955039672,3098.176259509719,0.09749680183490883,60,0.09749680183490883,172.12041799452564,302.19276173872794,1
33.97941152116065,9.840794864413855,3275.234062688728,0.1070757838038287,65,0.1,181.9579092124413,333.4926602209239,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
8.983073753677317,3.90718230036998,140.1513115264436,0.01,10,0.2648132478776062,7.781183973691311,34.68471584622268,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
14.769276185277826,3.0314766001644653,123.13813047239202,0.01,12,0.3615814598966794,6.836408257619389,40.83445224219294,1
28.711604318762436,46.71326297706074,62818.12978967152,0.4427997213701655,234,0.020900034828729316,3489.8919494590896,1340.0390018018998,1
13.73410311795363,2.030764738897901,63.20438167211091,0.007076863185305348,10,0.507232146737977,3.5105938835246198,29.224312468225012,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
14.083049839339653,3.2119787792235215,130.06639252587905,0.01,12,0.34488302042425567,7.221267529269535,40.727105131298785,1
151.29680314946935,67.61189686984275,801920.0148192514,2.962175185300454,1143,0.01718669363977337,44551.11729104479,8884.393481143323,1
26.725752099800268,4.075497408005927,263.34547303532133,0.023698216405393387,20,0.2620532223404949,14.625760664731366,80.25330053622403,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
41.03300627543627,30.51765778109679,37390.4589767396,0.4073456368158928,222,0.03,2077.243787772935,1235.1112585078315,1
31.90654431442308,3.733724897342345,328.7710289580872,0.030971178886062482,25,0.28388471554424993,18.266561967857168,99.0741554294654,1
8.24668430074152,1.9293934752046789,36.927364759636674,0.002862623168031192,6,0.5726708122869395,2.0520715575157906,16.453558400308776,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
31.059558558091542,44.72913058982676,62503.288988691245,0.46486534699902743,240,0.02,3472.4026843116053,1390.6635819428193,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
16.588260382892404,2.309103184826938,88.73167627597346,0.01,13,0.43211957535640827,4.926439745927015,38.35584000356585,1
14.93716793902157,2.1868983186765014,79.60482665438681,0.007632203540850019,11,0.4791949114787495,4.419756000464209,34.201322480916055,1
36.14599581318391,33.132249717994455,38612.76333803005,0.38810262255026673,207,0.03,2145.1520277958775,1174.9825392562977,1
37.98384353694746,31.984508335825808,37175.53121984913,0.38945721541675843,214,0.03,2065.3040795990764,1181.0280557377396,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
11.80636206285061,1.8600674790009393,48.476622088201054,0.004800899720012525,8,0.559579306439712,2.6935229994844962,23.559439403111174,1
82.38518732169771,3.8207953671224746,1101.2589764786503,0.10123509925894879,65,0.27247019851789755,61.182399980962025,298.7707580375706,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
44.18843334725308,31.449348109002393,43225.13408144035,0.4594360976678288,248,0.029436097667828738,2401.4002497278166,1374.6865503734084,1
13.651087298212081,2.6756328487040144,92.78554463958261,0.01,11,0.3786550726943978,5.150052819931716,35.384959130721825,1
30.91816668663784,44.492179833733964,61197.879809766244,0.459659027860991,238,0.02,3399.879894716975,1375.5266244113195,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
30.195391493837192,39.28877031445259,47110.036295299804,0.3975734779701271,210,0.026936280225541433,2617.226640592362,1188.2642570968487,1
24.023987173649022,39.61611437688915,37437.79270772027,0.3146846606189445,171,0.022097808659849213,2079.8787440211604,947.7112827639918,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
86.61503895062174,5.256638435395861,1789.6455605063632,0.12254668839727972,75,0.21509337679455942,99.42142151030264,377.4423039066286,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
14.054434183339058,2.644039097910779,93.48639934467923,0.01,11,0.3833941353133832,5.1890184459100395,36.05264039748554,1
33.69643112536512,60.186403301084006,126211.64548727089,0.6802718384101087,341,0.02,7011.754172497131,2041.644282417253,1
152.6166992574751,48.14384024916802,345817.2466965172,2.409495034786638,960,0.02,19212.071378499775,7226.6444226617805,1
8.688558399619241,2.30386305052478,53.948255189853015,0.005359087003498535,7,0.4877910418810498,2.9957348873224463,20.67757520991952,1
23.396586590092753,22.888304168444026,12260.119423733026,0.1792482165708912,106,0.04,681.1160790962792,535.5428201496558,1
91.80065866017001,3.5365136883664228,1135.0232512751681,0.10900235824135457,70,0.28800471648270914,63.05896975111126,322.4841997108555,1
38.360148677936664,7.922059424790386,1226.855548095737,0.06237782157918046,49,0.1607398014292041,68.1574621989236,190.3306354632933,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
31.0,44.38,61064.32,0.46,238,0.02,3392.46,1375.96,1
161.49242149978213,31.660218736096567,90144.30231368834,1.2129337949920735,542,0.0377426463951645,5008.013109475011,3643.5349147065417,1
51.32785030548073,20.258767357173554,19182.79111895955,0.3211116505831344,184,0.05487191936533871,1065.7145066088638,970.2690891716982,1
94.87653192691988,5.118813822562174,1702.6423972182613,0.12766450260937978,74,0.23253706804493207,94.59064921718607,378.98618437511254,1
9.142403601118144,2.688477628066224,71.43026978770345,0.00792318418710816,8,0.40061173763832253,3.964963622726885,25.01602764458701,1
9.242141506739475,3.461158436850594,113.32578047740941,0.01,9,0.29686286681313095,6.290876693189412,31.658697658393557,1
41.76351943116156,9.137868582844616,3463.2613516530246,0.12392506111576557,75,0.10785012223153112,192.40477922794346,379.6893543820757,1
58.1858075760654,18.984884453619905,19922.53291895931,0.3550228595569691,193,0.055502285955696916,1106.810967592964,1068.4431665745842,1
62.747814499400775,18.276659795442477,20678.192973890116,0.3780566819860889,201,0.05451417049652222,1148.788479431421,1135.9255925023779,1
14.726042833760516,9.880293681908151,1273.8436523547475,0.04205745234220365,40,0.10336674019633324,70.7663867579223,132.64765363878678,1
29.524748444054353,46.40232400794216,63472.071917577414,0.45385311851689314,238,0.02,3526.2222879538886,1368.1473136349712,1
48.444732713898276,47.38001219143595,105710.63099105124,0.7504512861926451,347,0.02,5872.808995444806,2262.490236096958,1
29.181851394671504,42.68203199567896,53703.35726353193,0.4124612003437739,219,0.02469234995702826,2983.5192796378446,1242.2389869581982,1
26.643355346413884,37.638688364583665,37556.830462442704,0.3300305031492171,182,0.03,2086.491026369109,999.8899842901905,1
37.934522874152805,9.330081589850389,3220.937889233996,0.11339836820299222,70,0.10893224546866148,178.9396346172923,348.3896594199593,1
11.131921586843696,1.80034724794956,43.32396055308803,0.004004629972660798,8,0.5778935106288017,2.407662160185226,21.577524001952725,1
46.245343145504194,4.91196703586417,971.6599807403949,0.07142166568677132,47,0.21284333137354264,53.97947442992395,207.75034534171283,1
142.71366844775633,86.2754757655441,1198070.7709191465,3.3904920833311425,1291,0.014787159197024414,66559.49482950108,10168.284780778913,1
34.8227213008172,34.47343206805832,39084.70372468169,0.38530987403880945,213,0.03,2171.374660552658,1158.9827464069695,1
28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
24.868477626456123,10.324178097538734,2624.0834211185493,0.08199010569229248,53,0.09399670189743083,145.78063414013022,255.34646354323357,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
113.23321085534977,4.093553726354181,1621.2039523336223,0.1427418569653797,81,0.2645764460514319,90.06744291038609,419.79492860892077,1
70.83964228952964,21.648164810337573,32734.54462792886,0.5050653269507472,243,0.048506532695074725,1818.5860363366464,1519.8507969414723,1
32.020105171957674,9.956350284746927,3168.0191758054743,0.10193998734458107,63,0.1,176.00038531971404,318.43707290063935,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
59.06839239381178,2.9546605859713173,416.84195799296015,0.04930210385949842,35,0.3572084154379937,23.156336204521203,154.78641915498056,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
73.54171804193902,2.591734194292394,482.94891354913767,0.06,41,0.39319286897476935,26.82717987212412,186.83257700293416,1
220.51343003153104,29.5967391597828,169754.2629694987,1.822618677639378,786,0.04347747281794384,9430.789850991678,5465.371089021541,1
38.16309725693647,9.687583816645645,3210.350447784091,0.11576038589153903,72,0.10860830871323121,178.35271816735042,345.8013468819226,1
142.48196410115457,143.08416262883765,2501643.8960924596,4.648058319097424,1737,0.016106546397465928,138980.22986534226,13937.215619344795,1
51.87630645434018,4.033717138622231,714.1604332129364,0.06,40,0.28619060102096516,39.67254737267366,179.48508793677294,1
29.98975612560129,37.98759479475299,43543.71274029667,0.38161900974492763,204,0.028708998917230263,2419.0987360157596,1140.294489299749,1
74.50598863690207,2.5135342672178744,466.4798591928312,0.05968815052493377,41,0.39881497199474836,25.912204004619234,186.3804182679247,1
30.727882151106396,35.94149053750182,39435.98948327491,0.36356776823142517,192,0.03,2190.889085388585,1099.3047811098309,1
11.823413966651774,4.452952944539193,227.60605617688597,0.014618022456612902,15,0.2238540673698387,12.643629250763064,51.80682409525758,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
30.40331087852068,45.197961337361235,62038.17382896172,0.4575137953271695,238,0.02,3446.562299885464,1372.8000338608324,1
28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,1
74.03359708146452,16.62614742625562,16186.418948412402,0.35296871634671223,185,0.0653273745422309,899.2473481582642,1064.3513536491728,1
93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1
39.96119688133742,9.421222344753923,3238.686964848984,0.11895416852813041,73,0.11116333482250433,179.92661425066268,356.2865352778522,1
10.044415855646943,2.9401773295917604,85.31322044491121,0.01,9,0.3387739916598752,4.7348449234965795,29.16571557753823,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
33.42890513994253,35.00763124659434,40031.396397276076,0.383441592284429,206,0.03,2223.968521343376,1150.526438394138,1
46.806889063803666,20.87577856224752,20160.976778135482,0.3219600397535249,184,0.05,1120.0557143364429,970.1068968289841,1
36.772936115285745,21.76519238260108,15146.232820699153,0.24439734402955468,139,0.04464711314848661,841.4563576934459,726.6220048279348,1
8.598067569154452,4.570027999496975,180.01731273621326,0.01,11,0.21718361680261258,9.995961818678515,39.18174684688666,1
54.20157966779077,28.537723581395547,34287.97685633868,0.43407776228461037,215,0.038283331220628686,1904.8881586854823,1307.6118257983544,1
13.733563901627447,2.030716992469963,63.2002621103084,0.007076226566266171,10,0.507246788975878,3.5103653372895547,29.222727923436498,1
51.69835971154256,107.41709890973299,1230441.94050647,2.3882004573357105,942,0.013794695237364735,68357.88906824886,7163.220265278116,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
74.87542332832356,16.510041516809544,16209.919765660987,0.355421658095573,187,0.06579460154201391,900.5530140091579,1071.9816377826292,1
30.350232125855445,45.2707234608065,62124.803440025185,0.45729263385773106,238,0.02,3451.3749946219154,1372.5189376331762,1
40.285276028662125,8.970103084500753,3095.2390642905125,0.11617343869115432,72,0.11308671934557715,171.95593110353488,352.12574358670486,1
34.6081655550899,9.803712385348565,3309.640010820594,0.10872389398450824,66,0.1,183.86971702202956,338.32409521558594,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
116.47303463944664,3.927457521780248,1565.9325803805232,0.14437182384440198,82,0.27079025719993055,86.99716660077104,423.44370006103486,1
