n,v,l,d,i,e,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,errorRate_binned,defects_binned
44.0,179.85,0.19,5.18,34.71,931.94,51.77,17,0,0,6.0,11.0,25.0,19.0,0,0
146.0,760.58,0.04,24.38,31.2,18543.67,1030.2,20,8,3,16.0,21.0,82.0,64.0,0,0
125.0,646.24,0.05,19.64,32.9,12694.01,705.22,19,9,3,15.0,21.0,70.0,55.0,0,0
204.0,1168.5,0.04,27.23,42.91,31823.25,1767.96,22,8,6,21.0,32.0,121.0,83.0,0,0
134.0,708.24,0.03,30.0,23.61,21247.32,1180.41,16,0,4,20.0,19.0,77.0,57.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
73.0,361.66,0.08,12.8,28.25,4629.2,257.18,14,0,3,16.0,15.0,49.0,24.0,0,0
14.0,50.19,0.33,3.0,16.73,150.57,8.36,5,0,0,6.0,6.0,8.0,6.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
133.0,687.6,0.03,30.18,22.79,20749.34,1152.74,51,17,6,19.0,17.0,79.0,54.0,0,0
52.0,235.23,0.08,12.35,19.05,2905.03,161.39,12,0,3,13.0,10.0,33.0,19.0,0,0
65.0,309.07,0.06,16.14,19.14,4991.44,277.3,11,3,2,17.0,10.0,46.0,19.0,0,0
294.0,1714.87,0.03,29.0,59.13,49731.22,2762.85,54,14,13,19.0,38.0,178.0,116.0,0,0
41.0,167.59,0.1,10.0,16.76,1675.86,93.1,12,0,0,10.0,7.0,27.0,14.0,0,0
39.0,159.41,0.1,10.0,15.94,1594.11,88.56,12,0,0,10.0,7.0,25.0,14.0,0,0
20.0,71.7,0.17,6.0,11.95,430.2,23.9,7,0,2,8.0,4.0,14.0,6.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
87.0,398.89,0.05,19.5,20.46,7778.39,432.13,20,0,0,12.0,12.0,48.0,39.0,0,0
16.0,55.35,0.11,9.0,6.15,498.16,27.68,4,0,3,9.0,2.0,12.0,4.0,0,0
44.0,152.21,0.11,9.0,16.91,1369.93,76.11,6,0,2,6.0,5.0,29.0,15.0,0,0
29.0,110.41,0.14,7.0,15.77,772.89,42.94,8,0,2,7.0,7.0,15.0,14.0,0,0
29.0,110.41,0.14,7.0,15.77,772.89,42.94,8,0,2,7.0,7.0,15.0,14.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
29.0,110.41,0.14,7.0,15.77,772.89,42.94,8,3,3,7.0,7.0,15.0,14.0,0,0
149.0,787.52,0.09,11.72,67.17,9233.05,512.95,19,0,3,10.0,29.0,81.0,68.0,0,0
260.0,1609.35,0.04,24.03,66.98,38670.93,2148.38,57,7,14,21.0,52.0,141.0,119.0,0,0
41.0,170.97,0.13,8.0,21.37,1367.74,75.99,8,0,1,9.0,9.0,25.0,16.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
32.0,135.93,0.11,9.43,14.42,1281.66,71.2,6,0,1,12.0,7.0,21.0,11.0,0,0
30.0,117.21,0.13,7.5,15.63,879.05,48.84,8,0,2,9.0,6.0,20.0,10.0,0,0
17.0,58.81,0.28,3.6,16.34,211.72,11.76,9,0,0,6.0,5.0,11.0,6.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
46.0,202.05,0.09,10.67,18.94,2155.16,119.73,20,0,4,12.0,9.0,30.0,16.0,0,0
57.0,242.13,0.05,19.71,12.28,4773.46,265.19,12,2,2,12.0,7.0,34.0,23.0,0,0
19.0,70.31,0.29,3.43,20.51,241.06,13.39,5,0,3,6.0,7.0,11.0,8.0,0,0
53.0,216.64,0.15,6.82,31.77,1477.06,82.06,8,0,1,6.0,11.0,28.0,25.0,0,0
194.0,995.08,0.02,50.25,19.8,50002.82,2777.93,29,6,2,21.0,14.0,127.0,67.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
80.0,371.51,0.05,19.73,18.83,7328.85,407.16,28,3,5,14.0,11.0,49.0,31.0,0,0
80.0,371.51,0.05,19.73,18.83,7328.85,407.16,28,3,5,14.0,11.0,49.0,31.0,0,0
109.0,506.18,0.03,29.33,17.26,14847.96,824.89,21,0,1,16.0,9.0,76.0,33.0,0,0
15.0,51.89,0.19,5.25,9.88,272.43,15.14,0,0,0,7.0,4.0,9.0,6.0,0,0
27.0,108.0,0.12,8.36,12.92,902.57,50.14,10,0,1,9.0,7.0,14.0,13.0,0,0
6.0,15.51,0.4,2.5,6.2,38.77,2.15,2,0,0,5.0,1.0,5.0,1.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
33.0,125.64,0.18,5.63,22.34,706.74,39.26,12,0,1,6.0,8.0,18.0,15.0,0,0
49.0,218.51,0.11,9.39,23.27,2051.59,113.98,8,0,0,13.0,9.0,36.0,13.0,0,0
56.0,263.22,0.06,15.68,16.79,4127.84,229.32,19,0,3,15.0,11.0,33.0,23.0,0,0
54.0,256.76,0.09,11.14,23.04,2861.08,158.95,18,0,3,13.0,14.0,30.0,24.0,0,0
274.0,1530.28,0.02,41.61,36.78,63676.64,3537.59,59,14,18,21.0,27.0,167.0,107.0,0,0
157.0,811.68,0.03,29.62,27.41,24040.0,1335.56,33,0,4,19.0,17.0,104.0,53.0,0,0
153.0,791.0,0.03,29.62,26.71,23427.52,1301.53,32,0,4,19.0,17.0,100.0,53.0,0,0
137.0,738.75,0.04,23.5,31.44,17360.57,964.48,31,10,9,21.0,21.0,90.0,47.0,0,0
48.0,196.2,0.1,10.13,19.38,1986.51,110.36,14,0,3,9.0,8.0,30.0,18.0,0,0
48.0,196.2,0.1,10.13,19.38,1986.51,110.36,14,0,3,9.0,8.0,30.0,18.0,0,0
48.0,196.2,0.1,10.13,19.38,1986.51,110.36,14,0,3,9.0,8.0,30.0,18.0,0,0
184.0,920.0,0.07,14.67,62.7,13500.0,750.0,49,4,4,9.0,23.0,109.0,75.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
258.0,1477.8,0.03,35.84,41.23,52962.57,2942.36,57,17,15,22.0,31.0,157.0,101.0,0,0
66.0,320.63,0.06,15.58,20.57,4996.43,277.58,8,0,4,17.0,12.0,44.0,22.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
134.0,760.1,0.09,11.54,65.86,8772.02,487.33,39,0,5,14.0,37.0,73.0,61.0,0,0
90.0,457.87,0.13,7.92,57.81,3626.34,201.46,19,3,4,9.0,25.0,46.0,44.0,0,0
60.0,278.63,0.11,9.43,29.55,2627.1,145.95,14,0,2,11.0,14.0,36.0,24.0,0,0
40.0,180.94,0.17,5.79,31.27,1046.88,58.16,11,4,4,9.0,14.0,22.0,18.0,0,0
58.0,284.6,0.13,7.53,37.81,2141.99,119.0,14,1,4,11.0,19.0,32.0,26.0,0,0
177.0,1027.9,0.06,15.6,65.89,16035.27,890.85,45,3,10,16.0,40.0,99.0,78.0,0,0
130.0,729.91,0.08,13.09,55.76,9555.22,530.85,37,4,7,16.0,33.0,76.0,54.0,0,0
49.0,227.55,0.19,5.18,43.96,1177.9,65.44,14,2,1,8.0,17.0,27.0,22.0,0,0
39.0,183.32,0.21,4.76,38.47,873.45,48.53,7,2,3,9.0,17.0,21.0,18.0,0,0
34.0,149.34,0.18,5.63,26.55,840.03,46.67,10,0,2,9.0,12.0,19.0,15.0,0,0
34.0,149.34,0.18,5.63,26.55,840.03,46.67,10,0,2,9.0,12.0,19.0,15.0,0,0
63.0,312.11,0.13,7.97,39.14,2489.11,138.28,14,2,4,11.0,20.0,34.0,29.0,0,0
52.0,241.48,0.21,4.86,49.68,1173.86,65.2,14,0,3,7.0,18.0,27.0,25.0,0,0
14.0,48.43,0.28,3.6,13.45,174.36,9.69,4,0,0,6.0,5.0,8.0,6.0,0,0
279.0,1783.46,0.05,20.31,87.8,36226.46,2012.58,65,27,4,20.0,64.0,149.0,130.0,0,0
147.0,861.12,0.09,10.64,80.94,9161.95,509.0,60,23,5,15.0,43.0,86.0,61.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
12.0,39.86,0.4,2.5,15.95,99.66,5.54,3,0,1,5.0,5.0,7.0,5.0,0,0
12.0,39.86,0.4,2.5,15.95,99.66,5.54,5,0,1,5.0,5.0,7.0,5.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
36.0,155.59,0.47,2.13,73.22,330.63,18.37,7,3,3,4.0,16.0,19.0,17.0,0,0
36.0,155.59,0.47,2.13,73.22,330.63,18.37,9,3,3,4.0,16.0,19.0,17.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
38.0,166.91,0.47,2.12,78.82,353.45,19.64,8,3,3,4.0,17.0,20.0,18.0,0,0
38.0,166.91,0.47,2.12,78.82,353.45,19.64,10,3,3,4.0,17.0,20.0,18.0,0,0
80.0,400.0,0.1,10.2,39.22,4080.0,226.67,17,0,4,12.0,20.0,46.0,34.0,0,0
35.0,156.08,0.25,3.97,39.35,619.12,34.4,8,0,2,7.0,15.0,18.0,17.0,0,0
187.0,1076.16,0.06,17.0,63.3,18294.79,1016.38,48,0,5,17.0,37.0,113.0,74.0,0,0
159.0,897.37,0.06,15.97,56.19,14330.78,796.15,43,0,5,17.0,33.0,97.0,62.0,0,0
206.0,1221.73,0.06,17.16,71.18,20968.33,1164.91,53,0,7,18.0,43.0,124.0,82.0,0,0
58.0,284.6,0.13,7.53,37.81,2141.99,119.0,14,1,4,11.0,19.0,32.0,26.0,0,0
28.0,100.38,0.15,6.5,15.44,652.46,36.25,5,0,1,6.0,6.0,15.0,13.0,0,0
52.0,241.48,0.21,4.86,49.68,1173.86,65.2,14,0,3,7.0,18.0,27.0,25.0,0,0
82.0,417.17,0.08,13.03,32.03,5434.21,301.9,15,0,0,15.0,19.0,49.0,33.0,0,0
114.0,589.37,0.05,20.58,28.64,12128.64,673.81,23,5,4,17.0,19.0,68.0,46.0,0,0
212.0,1214.32,0.05,20.54,59.12,24942.77,1385.71,42,7,9,16.0,37.0,117.0,95.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
47.0,230.62,0.12,8.02,28.72,1851.77,102.88,13,0,4,13.0,17.0,26.0,21.0,0,0
77.0,370.17,0.09,10.56,35.07,3907.31,217.07,20,2,3,10.0,18.0,39.0,38.0,0,0
90.0,395.31,0.07,15.0,26.35,5929.63,329.42,16,7,5,9.0,12.0,50.0,40.0,0,0
83.0,358.72,0.07,15.14,23.7,5429.72,301.65,15,3,4,9.0,11.0,46.0,37.0,0,0
18.0,64.53,0.5,2.0,32.25,129.06,7.17,3,0,0,4.0,8.0,10.0,8.0,0,0
23.0,89.86,0.4,2.5,35.94,224.65,12.48,4,1,0,5.0,10.0,13.0,10.0,0,0
20.0,78.14,0.29,3.5,22.33,273.48,15.19,4,0,0,7.0,8.0,12.0,8.0,0,0
67.0,303.08,0.08,12.31,24.63,3730.2,207.23,16,3,5,10.0,13.0,35.0,32.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,1,4.0,3.0,4.0,3.0,0,0
72.0,360.0,0.09,11.29,31.89,4064.21,225.79,17,0,1,13.0,19.0,39.0,33.0,0,0
21.0,79.95,0.5,2.0,39.98,159.91,8.88,4,0,0,4.0,10.0,11.0,10.0,0,0
20.0,74.01,0.36,2.81,26.31,208.15,11.56,5,0,3,5.0,8.0,11.0,9.0,0,0
8.0,20.68,0.67,1.5,13.79,31.02,1.72,3,0,0,3.0,3.0,5.0,3.0,0,0
92.0,479.27,0.1,10.32,46.44,4946.06,274.78,16,0,0,12.0,25.0,49.0,43.0,0,0
3.0,4.75,0.0,0.0,0.0,0.0,0.0,2,0,0,3.0,0.0,3.0,0.0,0,0
21.0,79.95,0.36,2.78,28.78,222.1,12.34,4,0,0,5.0,9.0,11.0,10.0,0,0
15.0,49.83,0.33,3.0,16.61,149.49,8.3,3,0,0,5.0,5.0,9.0,6.0,0,0
25.0,104.25,0.29,3.5,29.79,364.87,20.27,4,1,0,7.0,11.0,14.0,11.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,1,3.0,2.0,3.0,2.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
7.0,18.09,0.5,2.0,9.05,36.19,2.0,3,0,0,4.0,2.0,5.0,2.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
25.0,102.19,0.26,3.85,26.54,393.42,21.86,5,0,0,7.0,10.0,14.0,11.0,0,0
25.0,102.19,0.26,3.85,26.54,393.42,21.86,5,0,0,7.0,10.0,14.0,11.0,0,0
223.0,1271.2,0.03,39.43,32.24,50121.52,2784.53,47,3,8,24.0,28.0,131.0,92.0,0,0
134.0,740.16,0.06,17.04,43.45,12609.11,700.51,27,1,7,18.0,28.0,81.0,53.0,0,0
43.0,185.84,0.23,4.29,43.36,796.47,44.25,10,0,0,6.0,14.0,23.0,20.0,0,0
23.0,92.0,0.26,3.89,23.66,357.78,19.88,6,0,0,7.0,9.0,13.0,10.0,0,0
44.0,196.21,0.2,4.9,40.04,961.45,53.41,8,0,2,7.0,15.0,23.0,21.0,0,0
16.0,55.35,0.5,2.0,27.68,110.7,6.15,4,0,0,4.0,7.0,9.0,7.0,0,0
49.0,235.56,0.1,9.81,24.02,2310.3,128.35,9,0,0,15.0,13.0,32.0,17.0,0,0
18.0,70.32,0.25,4.0,17.58,281.3,15.63,6,0,0,8.0,7.0,11.0,7.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
11.0,36.54,0.4,2.5,14.62,91.35,5.08,3,0,0,5.0,5.0,6.0,5.0,0,0
25.0,102.19,0.26,3.85,26.54,393.42,21.86,5,0,0,7.0,10.0,14.0,11.0,0,0
38.0,164.23,0.11,9.17,17.92,1505.47,83.64,11,1,2,11.0,9.0,23.0,15.0,0,0
32.0,142.7,0.21,4.85,29.45,691.55,38.42,7,0,0,9.0,13.0,18.0,14.0,0,0
41.0,182.84,0.08,13.0,14.06,2376.88,132.05,15,0,1,13.0,9.0,23.0,18.0,0,0
33.0,151.3,0.17,5.92,25.54,896.18,49.79,7,0,1,11.0,13.0,19.0,14.0,0,0
25.0,102.19,0.26,3.85,26.54,393.42,21.86,6,0,0,7.0,10.0,14.0,11.0,0,0
32.0,142.7,0.21,4.85,29.45,691.55,38.42,7,0,0,9.0,13.0,18.0,14.0,0,0
21.0,87.57,0.2,5.0,17.51,437.84,24.32,6,0,0,10.0,8.0,13.0,8.0,0,0
38.0,169.46,0.18,5.54,30.6,938.54,52.14,6,0,1,9.0,13.0,22.0,16.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
42.0,181.52,0.12,8.5,21.36,1542.93,85.72,12,0,1,10.0,10.0,25.0,17.0,0,0
78.0,393.46,0.08,12.92,30.46,5082.23,282.35,23,8,4,15.0,18.0,47.0,31.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
23.0,89.86,0.4,2.5,35.94,224.65,12.48,4,1,1,5.0,10.0,13.0,10.0,0,0
22.0,83.76,0.5,2.0,41.88,167.52,9.31,6,0,0,4.0,10.0,12.0,10.0,0,0
103.0,548.16,0.06,16.77,32.68,9194.11,510.78,28,3,1,18.0,22.0,62.0,41.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
21.0,79.95,0.36,2.78,28.78,222.1,12.34,4,0,0,5.0,9.0,11.0,10.0,0,0
9.0,23.26,0.5,2.0,11.63,46.53,2.58,3,0,0,3.0,3.0,5.0,4.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
9.0,25.27,0.5,2.0,12.63,50.53,2.81,3,1,1,4.0,3.0,6.0,3.0,0,0
8.0,20.68,0.67,1.5,13.79,31.02,1.72,5,0,0,3.0,3.0,5.0,3.0,0,0
9.0,25.27,0.5,2.0,12.63,50.53,2.81,3,0,0,4.0,3.0,6.0,3.0,0,0
26.0,101.58,0.07,13.75,7.39,1396.71,77.6,6,0,1,11.0,4.0,16.0,10.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
25.0,89.62,0.4,2.5,35.85,224.06,12.45,14,2,3,4.0,8.0,15.0,10.0,0,0
241.0,1386.93,0.02,53.31,26.02,73933.93,4107.43,56,12,8,28.0,26.0,142.0,99.0,0,0
77.0,377.83,0.07,15.0,25.19,5667.46,314.86,31,0,1,15.0,15.0,47.0,30.0,0,0
85.0,417.09,0.07,15.0,27.81,6256.29,347.57,47,0,9,15.0,15.0,55.0,30.0,0,0
42.0,187.3,0.13,8.0,23.41,1498.37,83.24,15,2,2,11.0,11.0,26.0,16.0,0,0
46.0,205.13,0.13,7.92,25.91,1623.98,90.22,13,0,1,10.0,12.0,27.0,19.0,0,0
35.0,151.27,0.19,5.33,28.36,806.76,44.82,13,0,2,8.0,12.0,19.0,16.0,0,0
35.0,151.27,0.19,5.33,28.36,806.76,44.82,13,0,2,8.0,12.0,19.0,16.0,0,0
35.0,162.53,0.15,6.46,25.15,1050.23,58.35,8,0,0,12.0,13.0,21.0,14.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,4,0,0,4.0,3.0,4.0,3.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,1,4.0,3.0,4.0,3.0,0,0
34.0,144.43,0.08,12.0,12.04,1733.15,96.29,11,2,3,12.0,7.0,20.0,14.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
41.0,185.47,0.16,6.11,30.37,1132.67,62.93,15,0,2,9.0,14.0,22.0,19.0,0,0
35.0,153.73,0.2,4.92,31.23,756.83,42.05,13,0,2,8.0,13.0,19.0,16.0,0,0
35.0,153.73,0.2,4.92,31.23,756.83,42.05,13,0,2,8.0,13.0,19.0,16.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
72.0,372.23,0.07,13.42,27.74,4995.78,277.54,21,1,2,17.0,19.0,42.0,30.0,0,0
71.0,372.6,0.09,10.91,34.16,4064.76,225.82,23,1,2,16.0,22.0,41.0,30.0,0,0
43.0,197.15,0.18,5.7,34.59,1123.77,62.43,12,1,3,9.0,15.0,24.0,19.0,0,0
127.0,651.42,0.05,21.47,30.34,13988.36,777.13,35,0,9,16.0,19.0,76.0,51.0,0,0
119.0,628.96,0.05,21.86,28.78,13747.33,763.74,31,9,5,18.0,21.0,68.0,51.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
41.0,182.84,0.13,7.5,24.38,1371.28,76.18,16,0,2,10.0,12.0,23.0,18.0,0,0
23.0,97.7,0.2,5.0,19.54,488.51,27.14,7,1,2,10.0,9.0,14.0,9.0,0,0
60.0,278.63,0.08,11.92,23.38,3320.36,184.46,18,0,3,13.0,12.0,38.0,22.0,0,0
45.0,211.52,0.12,8.5,24.88,1797.92,99.88,13,0,1,13.0,13.0,28.0,17.0,0,0
40.0,183.4,0.13,7.5,24.45,1375.49,76.42,12,0,1,12.0,12.0,25.0,15.0,0,0
115.0,580.11,0.06,16.58,34.99,9617.54,534.31,26,0,1,14.0,19.0,70.0,45.0,0,0
11.0,38.05,0.29,3.5,10.87,133.19,7.4,3,0,0,7.0,4.0,7.0,4.0,0,0
8.0,20.68,0.67,1.5,13.79,31.02,1.72,3,0,0,3.0,3.0,5.0,3.0,0,0
36.0,152.93,0.08,12.0,12.74,1835.1,101.95,14,0,1,12.0,7.0,22.0,14.0,0,0
11.0,34.87,0.33,3.0,11.62,104.61,5.81,2,0,0,6.0,3.0,8.0,3.0,0,0
18.0,64.53,0.16,6.3,10.24,406.53,22.59,6,0,1,7.0,5.0,9.0,9.0,0,0
244.0,1185.35,0.01,68.0,17.43,80603.62,4477.98,57,3,8,17.0,12.0,148.0,96.0,0,0
266.0,1713.82,0.07,14.45,118.6,24764.74,1375.82,43,1,4,17.0,70.0,147.0,119.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
19.0,70.31,0.21,4.67,15.07,328.11,18.23,10,0,2,7.0,6.0,11.0,8.0,0,0
52.0,235.23,0.13,7.79,30.19,1832.8,101.82,31,0,7,11.0,12.0,35.0,17.0,0,0
22.0,81.41,0.15,6.75,12.06,549.52,30.53,4,0,1,9.0,4.0,16.0,6.0,0,0
120.0,610.5,0.04,26.6,22.95,16239.18,902.18,33,5,6,19.0,15.0,78.0,42.0,0,0
55.0,248.8,0.08,12.38,20.1,3078.85,171.05,14,0,3,11.0,12.0,28.0,27.0,0,0
25.0,89.62,0.14,7.0,12.8,627.37,34.85,5,1,1,6.0,6.0,11.0,14.0,0,0
143.0,750.45,0.04,28.33,26.49,21262.85,1181.27,36,14,24,20.0,18.0,92.0,51.0,0,0
104.0,524.62,0.05,19.8,26.5,10387.42,577.08,21,0,8,18.0,15.0,71.0,33.0,0,0
129.0,681.82,0.04,28.47,23.95,19411.73,1078.43,31,4,15,22.0,17.0,85.0,44.0,0,0
126.0,612.11,0.03,30.15,20.3,18457.34,1025.41,30,7,4,16.0,13.0,77.0,49.0,0,0
38.0,136.23,0.08,12.0,11.35,1634.74,90.82,10,2,2,8.0,4.0,26.0,12.0,0,0
4.0,8.0,0.67,1.5,5.33,12.0,0.67,2,0,0,3.0,1.0,3.0,1.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
63.0,306.05,0.07,14.77,20.72,4520.16,251.12,21,0,5,16.0,13.0,39.0,24.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
71.0,344.92,0.05,19.13,18.03,6596.53,366.47,24,0,3,17.0,12.0,44.0,27.0,0,0
62.0,298.06,0.06,17.0,17.53,5066.95,281.5,20,0,3,17.0,11.0,40.0,22.0,0,0
227.0,1260.89,0.03,30.88,40.84,38930.03,2162.78,67,9,3,19.0,28.0,136.0,91.0,0,0
62.0,267.96,0.11,9.0,29.77,2411.64,133.98,22,4,5,8.0,12.0,35.0,27.0,0,0
11.0,34.87,0.19,5.25,6.64,183.06,10.17,2,0,0,7.0,2.0,8.0,3.0,0,0
20.0,71.7,0.17,6.0,11.95,430.2,23.9,9,0,0,8.0,4.0,14.0,6.0,0,0
60.0,271.41,0.08,12.0,22.62,3256.96,180.94,18,0,2,12.0,11.0,38.0,22.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
255.0,1153.51,0.01,79.69,14.48,91920.19,5106.68,43,2,13,15.0,8.0,170.0,85.0,0,0
463.0,2626.33,0.02,53.2,49.37,139720.91,7762.27,123,10,7,21.0,30.0,311.0,152.0,0,0
96.0,484.26,0.05,22.2,21.81,10750.61,597.26,18,4,5,18.0,15.0,59.0,37.0,0,0
23.0,89.86,0.13,8.0,11.23,718.87,39.94,6,1,1,10.0,5.0,15.0,8.0,0,0
34.0,136.0,0.09,10.83,12.55,1473.33,81.85,6,0,1,10.0,6.0,21.0,13.0,0,0
57.0,242.13,0.07,15.0,16.14,3631.98,201.78,11,3,4,10.0,9.0,30.0,27.0,0,0
164.0,872.8,0.05,19.5,44.76,17019.53,945.53,29,9,10,15.0,25.0,99.0,65.0,0,0
63.0,257.51,0.1,10.5,24.52,2703.86,150.21,9,1,3,7.0,10.0,33.0,30.0,0,0
